Time Stamp,Time Zone,Fuel Category,Gen MW,,,,,
4/20/2019 5:40,EDT,Natural Gas,1428,,,,,
4/20/2019 5:40,EDT,Nuclear,4784,,,,,
4/20/2019 5:40,EDT,Other Fossil Fuels,147,,,,,
4/20/2019 5:40,EDT,Other Renewables,183,,,,,
4/20/2019 5:40,EDT,Wind,378,,,,,
4/20/2019 5:40,EDT,Hydro,2602,,,,,
4/20/2019 5:45,EDT,Dual Fuel,1081,,,,,
4/20/2019 5:45,EDT,Natural Gas,1425,,,,,
4/20/2019 5:45,EDT,Nuclear,4784,,,,,
4/20/2019 5:45,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 5:45,EDT,Other Renewables,182,,,,,
4/20/2019 5:45,EDT,Wind,379,,,,,
4/20/2019 5:45,EDT,Hydro,2592,,,,,
4/20/2019 5:50,EDT,Dual Fuel,1083,,,,,
4/20/2019 5:50,EDT,Natural Gas,1433,,,,,
4/20/2019 5:50,EDT,Nuclear,4786,,,,,
4/20/2019 5:50,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 5:50,EDT,Other Renewables,183,,,,,
4/20/2019 5:50,EDT,Wind,373,,,,,
4/20/2019 5:50,EDT,Hydro,2595,,,,,
4/20/2019 5:55,EDT,Dual Fuel,1088,,,,,
4/20/2019 5:55,EDT,Natural Gas,1444,,,,,
4/20/2019 5:55,EDT,Nuclear,4785,,,,,
4/20/2019 5:55,EDT,Other Fossil Fuels,149,,,,,
4/20/2019 5:55,EDT,Other Renewables,183,,,,,
4/20/2019 5:55,EDT,Wind,346,,,,,
4/20/2019 5:55,EDT,Hydro,2592,,,,,
4/20/2019 6:00,EDT,Dual Fuel,1095,,,,,
4/20/2019 6:00,EDT,Natural Gas,1456,,,,,
4/20/2019 6:00,EDT,Nuclear,4786,,,,,
4/20/2019 6:00,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 6:00,EDT,Other Renewables,182,,,,,
4/20/2019 6:00,EDT,Wind,294,,,,,
4/20/2019 6:00,EDT,Hydro,2649,,,,,
4/20/2019 6:05,EDT,Dual Fuel,1146,,,,,
4/20/2019 6:05,EDT,Natural Gas,1464,,,,,
4/20/2019 6:05,EDT,Nuclear,4786,,,,,
4/20/2019 6:05,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 6:05,EDT,Other Renewables,183,,,,,
4/20/2019 6:05,EDT,Wind,298,,,,,
4/20/2019 6:05,EDT,Hydro,2731,,,,,
4/20/2019 6:10,EDT,Dual Fuel,1200,,,,,
4/20/2019 6:10,EDT,Natural Gas,1464,,,,,
4/20/2019 6:10,EDT,Nuclear,4785,,,,,
4/20/2019 6:10,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 6:10,EDT,Other Renewables,182,,,,,
4/20/2019 6:10,EDT,Wind,359,,,,,
4/20/2019 6:10,EDT,Hydro,2715,,,,,
4/20/2019 6:15,EDT,Dual Fuel,1200,,,,,
4/20/2019 6:15,EDT,Natural Gas,1465,,,,,
4/20/2019 6:15,EDT,Nuclear,4786,,,,,
4/20/2019 6:15,EDT,Other Fossil Fuels,146,,,,,
4/20/2019 6:15,EDT,Other Renewables,180,,,,,
4/20/2019 6:15,EDT,Wind,398,,,,,
4/20/2019 6:15,EDT,Hydro,2706,,,,,
4/20/2019 6:20,EDT,Dual Fuel,1230,,,,,
4/20/2019 6:20,EDT,Natural Gas,1465,,,,,
4/20/2019 6:20,EDT,Nuclear,4787,,,,,
4/20/2019 6:20,EDT,Other Fossil Fuels,149,,,,,
4/20/2019 6:20,EDT,Other Renewables,180,,,,,
4/20/2019 6:20,EDT,Wind,418,,,,,
4/20/2019 6:20,EDT,Hydro,2686,,,,,
4/20/2019 6:25,EDT,Dual Fuel,1331,,,,,
4/20/2019 6:25,EDT,Natural Gas,1466,,,,,
4/20/2019 6:25,EDT,Nuclear,4785,,,,,
4/20/2019 6:25,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 6:25,EDT,Other Renewables,181,,,,,
4/20/2019 6:25,EDT,Wind,423,,,,,
4/20/2019 6:25,EDT,Hydro,2656,,,,,
4/20/2019 6:30,EDT,Dual Fuel,1334,,,,,
4/20/2019 6:30,EDT,Natural Gas,1469,,,,,
4/20/2019 6:30,EDT,Nuclear,4789,,,,,
4/20/2019 6:30,EDT,Other Fossil Fuels,147,,,,,
4/20/2019 6:30,EDT,Other Renewables,180,,,,,
4/20/2019 6:30,EDT,Wind,428,,,,,
4/20/2019 6:30,EDT,Hydro,2610,,,,,
4/20/2019 6:35,EDT,Dual Fuel,1321,,,,,
4/20/2019 6:35,EDT,Natural Gas,1472,,,,,
4/20/2019 6:35,EDT,Nuclear,4787,,,,,
4/20/2019 6:35,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 6:35,EDT,Other Renewables,181,,,,,
4/20/2019 6:35,EDT,Wind,421,,,,,
4/20/2019 6:35,EDT,Hydro,2636,,,,,
4/20/2019 6:40,EDT,Dual Fuel,1313,,,,,
4/20/2019 6:40,EDT,Natural Gas,1474,,,,,
4/20/2019 6:40,EDT,Nuclear,4788,,,,,
4/20/2019 6:40,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 6:40,EDT,Other Renewables,181,,,,,
4/20/2019 6:40,EDT,Wind,417,,,,,
4/20/2019 6:40,EDT,Hydro,2668,,,,,
4/20/2019 6:45,EDT,Dual Fuel,1332,,,,,
4/20/2019 6:45,EDT,Natural Gas,1475,,,,,
4/20/2019 6:45,EDT,Nuclear,4788,,,,,
4/20/2019 6:45,EDT,Other Fossil Fuels,149,,,,,
4/20/2019 6:45,EDT,Other Renewables,180,,,,,
4/20/2019 6:45,EDT,Wind,425,,,,,
4/20/2019 6:45,EDT,Hydro,2674,,,,,
4/20/2019 6:50,EDT,Dual Fuel,1360,,,,,
4/20/2019 6:50,EDT,Natural Gas,1478,,,,,
4/20/2019 6:50,EDT,Nuclear,4787,,,,,
4/20/2019 6:50,EDT,Other Fossil Fuels,147,,,,,
4/20/2019 6:50,EDT,Other Renewables,182,,,,,
4/20/2019 6:50,EDT,Wind,419,,,,,
4/20/2019 6:50,EDT,Hydro,2686,,,,,
4/20/2019 6:55,EDT,Dual Fuel,1417,,,,,
4/20/2019 6:55,EDT,Natural Gas,1482,,,,,
4/20/2019 6:55,EDT,Nuclear,4787,,,,,
4/20/2019 6:55,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 6:55,EDT,Other Renewables,183,,,,,
4/20/2019 6:55,EDT,Wind,438,,,,,
4/20/2019 6:55,EDT,Hydro,2682,,,,,
4/20/2019 7:00,EDT,Dual Fuel,1481,,,,,
4/20/2019 7:00,EDT,Natural Gas,1481,,,,,
4/20/2019 7:00,EDT,Nuclear,4788,,,,,
4/20/2019 7:00,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 7:00,EDT,Other Renewables,182,,,,,
4/20/2019 7:00,EDT,Wind,430,,,,,
4/20/2019 7:00,EDT,Hydro,2674,,,,,
4/20/2019 7:05,EDT,Dual Fuel,1504,,,,,
4/20/2019 7:05,EDT,Natural Gas,1489,,,,,
4/20/2019 7:05,EDT,Nuclear,4787,,,,,
4/20/2019 7:05,EDT,Other Fossil Fuels,149,,,,,
4/20/2019 7:05,EDT,Other Renewables,179,,,,,
4/20/2019 7:05,EDT,Wind,441,,,,,
4/20/2019 7:05,EDT,Hydro,2674,,,,,
4/20/2019 7:10,EDT,Dual Fuel,1522,,,,,
4/20/2019 7:10,EDT,Natural Gas,1492,,,,,
4/20/2019 7:10,EDT,Nuclear,4787,,,,,
4/20/2019 7:10,EDT,Other Fossil Fuels,149,,,,,
4/20/2019 7:10,EDT,Other Renewables,181,,,,,
4/20/2019 7:10,EDT,Wind,452,,,,,
4/20/2019 7:10,EDT,Hydro,2668,,,,,
4/20/2019 7:15,EDT,Dual Fuel,1569,,,,,
4/20/2019 7:15,EDT,Natural Gas,1525,,,,,
4/20/2019 7:15,EDT,Nuclear,4787,,,,,
4/20/2019 7:15,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 7:15,EDT,Other Renewables,181,,,,,
4/20/2019 7:15,EDT,Wind,446,,,,,
4/20/2019 7:15,EDT,Hydro,2645,,,,,
4/20/2019 7:20,EDT,Dual Fuel,1545,,,,,
4/20/2019 7:20,EDT,Natural Gas,1538,,,,,
4/20/2019 7:20,EDT,Nuclear,4785,,,,,
4/20/2019 7:20,EDT,Other Fossil Fuels,147,,,,,
4/20/2019 7:20,EDT,Other Renewables,179,,,,,
4/20/2019 7:20,EDT,Wind,449,,,,,
4/20/2019 7:20,EDT,Hydro,2638,,,,,
4/20/2019 7:25,EDT,Dual Fuel,1559,,,,,
4/20/2019 7:25,EDT,Natural Gas,1537,,,,,
4/20/2019 7:25,EDT,Nuclear,4787,,,,,
4/20/2019 7:25,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 7:25,EDT,Other Renewables,181,,,,,
4/20/2019 7:25,EDT,Wind,449,,,,,
4/20/2019 7:25,EDT,Hydro,2626,,,,,
4/20/2019 7:30,EDT,Dual Fuel,1561,,,,,
4/20/2019 7:30,EDT,Natural Gas,1568,,,,,
4/20/2019 7:30,EDT,Nuclear,4787,,,,,
4/20/2019 7:30,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 7:30,EDT,Other Renewables,182,,,,,
4/20/2019 7:30,EDT,Wind,454,,,,,
4/20/2019 7:30,EDT,Hydro,2620,,,,,
4/20/2019 7:35,EDT,Dual Fuel,1549,,,,,
4/20/2019 7:35,EDT,Natural Gas,1590,,,,,
4/20/2019 7:35,EDT,Nuclear,4790,,,,,
4/20/2019 7:35,EDT,Other Fossil Fuels,147,,,,,
4/20/2019 7:35,EDT,Other Renewables,181,,,,,
4/20/2019 7:35,EDT,Wind,469,,,,,
4/20/2019 7:35,EDT,Hydro,2605,,,,,
4/20/2019 7:40,EDT,Dual Fuel,1599,,,,,
4/20/2019 7:40,EDT,Natural Gas,1595,,,,,
4/20/2019 7:40,EDT,Nuclear,4787,,,,,
4/20/2019 7:40,EDT,Other Fossil Fuels,149,,,,,
4/20/2019 7:40,EDT,Other Renewables,178,,,,,
4/20/2019 7:40,EDT,Wind,469,,,,,
4/20/2019 7:40,EDT,Hydro,2584,,,,,
4/20/2019 7:45,EDT,Dual Fuel,1633,,,,,
4/20/2019 7:45,EDT,Natural Gas,1595,,,,,
4/20/2019 7:45,EDT,Nuclear,4787,,,,,
4/20/2019 7:45,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 7:45,EDT,Other Renewables,180,,,,,
4/20/2019 7:45,EDT,Wind,464,,,,,
4/20/2019 7:45,EDT,Hydro,2578,,,,,
4/20/2019 7:50,EDT,Dual Fuel,1619,,,,,
4/20/2019 7:50,EDT,Natural Gas,1699,,,,,
4/20/2019 7:50,EDT,Nuclear,4788,,,,,
4/20/2019 7:50,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 7:50,EDT,Other Renewables,179,,,,,
4/20/2019 7:50,EDT,Wind,432,,,,,
4/20/2019 7:50,EDT,Hydro,2576,,,,,
4/20/2019 7:55,EDT,Dual Fuel,1584,,,,,
4/20/2019 7:55,EDT,Natural Gas,1856,,,,,
4/20/2019 7:55,EDT,Nuclear,4788,,,,,
4/20/2019 7:55,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 7:55,EDT,Other Renewables,181,,,,,
4/20/2019 7:55,EDT,Wind,374,,,,,
4/20/2019 7:55,EDT,Hydro,2565,,,,,
4/20/2019 8:00,EDT,Dual Fuel,1593,,,,,
4/20/2019 8:00,EDT,Natural Gas,1855,,,,,
4/20/2019 8:00,EDT,Nuclear,4788,,,,,
4/20/2019 8:00,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 8:00,EDT,Other Renewables,182,,,,,
4/20/2019 8:00,EDT,Wind,340,,,,,
4/20/2019 8:00,EDT,Hydro,2567,,,,,
4/20/2019 8:05,EDT,Dual Fuel,1595,,,,,
4/20/2019 8:05,EDT,Natural Gas,1885,,,,,
4/20/2019 8:05,EDT,Nuclear,4787,,,,,
4/20/2019 8:05,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 8:05,EDT,Other Renewables,183,,,,,
4/20/2019 8:05,EDT,Wind,361,,,,,
4/20/2019 8:05,EDT,Hydro,2570,,,,,
4/20/2019 8:10,EDT,Dual Fuel,1596,,,,,
4/20/2019 8:10,EDT,Natural Gas,1910,,,,,
4/20/2019 8:10,EDT,Nuclear,4789,,,,,
4/20/2019 8:10,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 8:10,EDT,Other Renewables,182,,,,,
4/20/2019 8:10,EDT,Wind,434,,,,,
4/20/2019 8:10,EDT,Hydro,2564,,,,,
4/20/2019 8:15,EDT,Dual Fuel,1599,,,,,
4/20/2019 8:15,EDT,Natural Gas,1899,,,,,
4/20/2019 8:15,EDT,Nuclear,4789,,,,,
4/20/2019 8:15,EDT,Other Fossil Fuels,147,,,,,
4/20/2019 8:15,EDT,Other Renewables,181,,,,,
4/20/2019 8:15,EDT,Wind,471,,,,,
4/20/2019 8:15,EDT,Hydro,2570,,,,,
4/20/2019 8:20,EDT,Dual Fuel,1656,,,,,
4/20/2019 8:20,EDT,Natural Gas,1911,,,,,
4/20/2019 8:20,EDT,Nuclear,4788,,,,,
4/20/2019 8:20,EDT,Other Fossil Fuels,149,,,,,
4/20/2019 8:20,EDT,Other Renewables,182,,,,,
4/20/2019 8:20,EDT,Wind,473,,,,,
4/20/2019 8:20,EDT,Hydro,2574,,,,,
4/20/2019 8:25,EDT,Dual Fuel,1651,,,,,
4/20/2019 8:25,EDT,Natural Gas,1972,,,,,
4/20/2019 8:25,EDT,Nuclear,4789,,,,,
4/20/2019 8:25,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 8:25,EDT,Other Renewables,184,,,,,
4/20/2019 8:25,EDT,Wind,470,,,,,
4/20/2019 8:25,EDT,Hydro,2599,,,,,
4/20/2019 8:30,EDT,Dual Fuel,1645,,,,,
4/20/2019 8:30,EDT,Natural Gas,2012,,,,,
4/20/2019 8:30,EDT,Nuclear,4788,,,,,
4/20/2019 8:30,EDT,Other Fossil Fuels,147,,,,,
4/20/2019 8:30,EDT,Other Renewables,183,,,,,
4/20/2019 8:30,EDT,Wind,471,,,,,
4/20/2019 8:30,EDT,Hydro,2608,,,,,
4/20/2019 8:35,EDT,Dual Fuel,1648,,,,,
4/20/2019 8:35,EDT,Natural Gas,2021,,,,,
4/20/2019 8:35,EDT,Nuclear,4788,,,,,
4/20/2019 8:35,EDT,Other Fossil Fuels,149,,,,,
4/20/2019 8:35,EDT,Other Renewables,183,,,,,
4/20/2019 8:35,EDT,Wind,473,,,,,
4/20/2019 8:35,EDT,Hydro,2605,,,,,
4/20/2019 8:40,EDT,Dual Fuel,1700,,,,,
4/20/2019 8:40,EDT,Natural Gas,2058,,,,,
4/20/2019 8:40,EDT,Nuclear,4789,,,,,
4/20/2019 8:40,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 8:40,EDT,Other Renewables,182,,,,,
4/20/2019 8:40,EDT,Wind,475,,,,,
4/20/2019 8:40,EDT,Hydro,2638,,,,,
4/20/2019 8:45,EDT,Dual Fuel,1736,,,,,
4/20/2019 8:45,EDT,Natural Gas,2067,,,,,
4/20/2019 8:45,EDT,Nuclear,4790,,,,,
4/20/2019 8:45,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 8:45,EDT,Other Renewables,181,,,,,
4/20/2019 8:45,EDT,Wind,477,,,,,
4/20/2019 8:45,EDT,Hydro,2647,,,,,
4/20/2019 8:50,EDT,Dual Fuel,1773,,,,,
4/20/2019 8:50,EDT,Natural Gas,2050,,,,,
4/20/2019 8:50,EDT,Nuclear,4789,,,,,
4/20/2019 8:50,EDT,Other Fossil Fuels,149,,,,,
4/20/2019 8:50,EDT,Other Renewables,181,,,,,
4/20/2019 8:50,EDT,Wind,458,,,,,
4/20/2019 8:50,EDT,Hydro,2697,,,,,
4/20/2019 8:55,EDT,Dual Fuel,1858,,,,,
4/20/2019 8:55,EDT,Natural Gas,2061,,,,,
4/20/2019 8:55,EDT,Nuclear,4788,,,,,
4/20/2019 8:55,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 8:55,EDT,Other Renewables,183,,,,,
4/20/2019 8:55,EDT,Wind,447,,,,,
4/20/2019 8:55,EDT,Hydro,2725,,,,,
4/20/2019 9:00,EDT,Dual Fuel,1978,,,,,
4/20/2019 9:00,EDT,Natural Gas,2079,,,,,
4/20/2019 9:00,EDT,Nuclear,4789,,,,,
4/20/2019 9:00,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 9:00,EDT,Other Renewables,182,,,,,
4/20/2019 9:00,EDT,Wind,451,,,,,
4/20/2019 9:00,EDT,Hydro,2622,,,,,
4/20/2019 9:05,EDT,Dual Fuel,2053,,,,,
4/20/2019 9:05,EDT,Natural Gas,2088,,,,,
4/20/2019 9:05,EDT,Nuclear,4790,,,,,
4/20/2019 9:05,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 9:05,EDT,Other Renewables,184,,,,,
4/20/2019 9:05,EDT,Wind,442,,,,,
4/20/2019 9:05,EDT,Hydro,2469,,,,,
4/20/2019 9:10,EDT,Dual Fuel,2066,,,,,
4/20/2019 9:10,EDT,Natural Gas,2100,,,,,
4/20/2019 9:10,EDT,Nuclear,4788,,,,,
4/20/2019 9:10,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 9:10,EDT,Other Renewables,186,,,,,
4/20/2019 9:10,EDT,Wind,439,,,,,
4/20/2019 9:10,EDT,Hydro,2489,,,,,
4/20/2019 9:15,EDT,Dual Fuel,2145,,,,,
4/20/2019 9:15,EDT,Natural Gas,2109,,,,,
4/20/2019 9:15,EDT,Nuclear,4789,,,,,
4/20/2019 9:15,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 9:15,EDT,Other Renewables,184,,,,,
4/20/2019 9:15,EDT,Wind,464,,,,,
4/20/2019 9:15,EDT,Hydro,2487,,,,,
4/20/2019 9:20,EDT,Dual Fuel,2159,,,,,
4/20/2019 9:20,EDT,Natural Gas,2123,,,,,
4/20/2019 9:20,EDT,Nuclear,4789,,,,,
4/20/2019 9:20,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 9:20,EDT,Other Renewables,182,,,,,
4/20/2019 9:20,EDT,Wind,477,,,,,
4/20/2019 9:20,EDT,Hydro,2481,,,,,
4/20/2019 9:25,EDT,Dual Fuel,2164,,,,,
4/20/2019 9:25,EDT,Natural Gas,2124,,,,,
4/20/2019 9:25,EDT,Nuclear,4790,,,,,
4/20/2019 9:25,EDT,Other Fossil Fuels,147,,,,,
4/20/2019 9:25,EDT,Other Renewables,182,,,,,
4/20/2019 9:25,EDT,Wind,465,,,,,
4/20/2019 9:25,EDT,Hydro,2490,,,,,
4/20/2019 9:30,EDT,Dual Fuel,2164,,,,,
4/20/2019 9:30,EDT,Natural Gas,2127,,,,,
4/20/2019 9:30,EDT,Nuclear,4789,,,,,
4/20/2019 9:30,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 9:30,EDT,Other Renewables,184,,,,,
4/20/2019 9:30,EDT,Wind,462,,,,,
4/20/2019 9:30,EDT,Hydro,2499,,,,,
4/20/2019 9:35,EDT,Dual Fuel,2179,,,,,
4/20/2019 9:35,EDT,Natural Gas,2139,,,,,
4/20/2019 9:35,EDT,Nuclear,4789,,,,,
4/20/2019 9:35,EDT,Other Fossil Fuels,156,,,,,
4/20/2019 9:35,EDT,Other Renewables,184,,,,,
4/20/2019 9:35,EDT,Wind,451,,,,,
4/20/2019 9:35,EDT,Hydro,2488,,,,,
4/20/2019 9:40,EDT,Dual Fuel,2197,,,,,
4/20/2019 9:40,EDT,Natural Gas,2141,,,,,
4/20/2019 9:40,EDT,Nuclear,4789,,,,,
4/20/2019 9:40,EDT,Other Fossil Fuels,166,,,,,
4/20/2019 9:40,EDT,Other Renewables,182,,,,,
4/20/2019 9:40,EDT,Wind,443,,,,,
4/20/2019 9:40,EDT,Hydro,2489,,,,,
4/20/2019 9:45,EDT,Dual Fuel,2248,,,,,
4/20/2019 9:45,EDT,Natural Gas,2143,,,,,
4/20/2019 9:45,EDT,Nuclear,4790,,,,,
4/20/2019 9:45,EDT,Other Fossil Fuels,161,,,,,
4/20/2019 9:45,EDT,Other Renewables,184,,,,,
4/20/2019 9:45,EDT,Wind,442,,,,,
4/20/2019 9:45,EDT,Hydro,2503,,,,,
4/20/2019 9:50,EDT,Dual Fuel,2333,,,,,
4/20/2019 9:50,EDT,Natural Gas,2149,,,,,
4/20/2019 9:50,EDT,Nuclear,4789,,,,,
4/20/2019 9:50,EDT,Other Fossil Fuels,158,,,,,
4/20/2019 9:50,EDT,Other Renewables,186,,,,,
4/20/2019 9:50,EDT,Wind,451,,,,,
4/20/2019 9:50,EDT,Hydro,2482,,,,,
4/20/2019 9:55,EDT,Dual Fuel,2371,,,,,
4/20/2019 9:55,EDT,Natural Gas,2149,,,,,
4/20/2019 9:55,EDT,Nuclear,4789,,,,,
4/20/2019 9:55,EDT,Other Fossil Fuels,165,,,,,
4/20/2019 9:55,EDT,Other Renewables,186,,,,,
4/20/2019 9:55,EDT,Wind,432,,,,,
4/20/2019 9:55,EDT,Hydro,2468,,,,,
4/20/2019 10:00,EDT,Dual Fuel,2471,,,,,
4/20/2019 10:00,EDT,Natural Gas,2153,,,,,
4/20/2019 10:00,EDT,Nuclear,4791,,,,,
4/20/2019 10:00,EDT,Other Fossil Fuels,155,,,,,
4/20/2019 10:00,EDT,Other Renewables,185,,,,,
4/20/2019 10:00,EDT,Wind,415,,,,,
4/20/2019 10:00,EDT,Hydro,2488,,,,,
4/20/2019 10:05,EDT,Dual Fuel,2626,,,,,
4/20/2019 10:05,EDT,Natural Gas,2159,,,,,
4/20/2019 10:05,EDT,Nuclear,4791,,,,,
4/20/2019 10:05,EDT,Other Fossil Fuels,146,,,,,
4/20/2019 10:05,EDT,Other Renewables,185,,,,,
4/20/2019 10:05,EDT,Wind,415,,,,,
4/20/2019 10:05,EDT,Hydro,2496,,,,,
4/20/2019 10:10,EDT,Dual Fuel,2693,,,,,
4/20/2019 10:10,EDT,Natural Gas,2172,,,,,
4/20/2019 10:10,EDT,Nuclear,4791,,,,,
4/20/2019 10:10,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 10:10,EDT,Other Renewables,187,,,,,
4/20/2019 10:10,EDT,Wind,414,,,,,
4/20/2019 10:10,EDT,Hydro,2491,,,,,
4/20/2019 10:15,EDT,Dual Fuel,2732,,,,,
4/20/2019 10:15,EDT,Natural Gas,2175,,,,,
4/20/2019 10:15,EDT,Nuclear,4790,,,,,
4/20/2019 10:15,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 10:15,EDT,Other Renewables,184,,,,,
4/20/2019 10:15,EDT,Wind,412,,,,,
4/20/2019 10:15,EDT,Hydro,2460,,,,,
4/20/2019 10:20,EDT,Dual Fuel,2770,,,,,
4/20/2019 10:20,EDT,Natural Gas,2177,,,,,
4/20/2019 10:20,EDT,Nuclear,4790,,,,,
4/20/2019 10:20,EDT,Other Fossil Fuels,150,,,,,
4/20/2019 10:20,EDT,Other Renewables,182,,,,,
4/20/2019 10:20,EDT,Wind,421,,,,,
4/20/2019 10:20,EDT,Hydro,2446,,,,,
4/20/2019 10:25,EDT,Dual Fuel,2822,,,,,
4/20/2019 10:25,EDT,Natural Gas,2177,,,,,
4/20/2019 10:25,EDT,Nuclear,4791,,,,,
4/20/2019 10:25,EDT,Other Fossil Fuels,153,,,,,
4/20/2019 10:25,EDT,Other Renewables,179,,,,,
4/20/2019 10:25,EDT,Wind,405,,,,,
4/20/2019 10:25,EDT,Hydro,2427,,,,,
4/20/2019 10:30,EDT,Dual Fuel,2853,,,,,
4/20/2019 10:30,EDT,Natural Gas,2176,,,,,
4/20/2019 10:30,EDT,Nuclear,4791,,,,,
4/20/2019 10:30,EDT,Other Fossil Fuels,149,,,,,
4/20/2019 10:30,EDT,Other Renewables,178,,,,,
4/20/2019 10:30,EDT,Wind,392,,,,,
4/20/2019 10:30,EDT,Hydro,2422,,,,,
4/20/2019 10:35,EDT,Dual Fuel,2856,,,,,
4/20/2019 10:35,EDT,Natural Gas,2173,,,,,
4/20/2019 10:35,EDT,Nuclear,4790,,,,,
4/20/2019 10:35,EDT,Other Fossil Fuels,147,,,,,
4/20/2019 10:35,EDT,Other Renewables,181,,,,,
4/20/2019 10:35,EDT,Wind,392,,,,,
4/20/2019 10:35,EDT,Hydro,2437,,,,,
4/20/2019 10:40,EDT,Dual Fuel,2849,,,,,
4/20/2019 10:40,EDT,Natural Gas,2174,,,,,
4/20/2019 10:40,EDT,Nuclear,4789,,,,,
4/20/2019 10:40,EDT,Other Fossil Fuels,148,,,,,
4/20/2019 10:40,EDT,Other Renewables,181,,,,,
4/20/2019 10:40,EDT,Wind,394,,,,,
4/20/2019 10:40,EDT,Hydro,2442,,,,,
4/20/2019 10:45,EDT,Dual Fuel,2872,,,,,
4/20/2019 10:45,EDT,Natural Gas,2174,,,,,
4/20/2019 10:45,EDT,Nuclear,4789,,,,,
4/20/2019 10:45,EDT,Other Fossil Fuels,147,,,,,
4/20/2019 10:45,EDT,Other Renewables,182,,,,,
4/20/2019 10:45,EDT,Wind,382,,,,,
4/20/2019 10:45,EDT,Hydro,2451,,,,,
4/20/2019 10:50,EDT,Dual Fuel,2926,,,,,
4/20/2019 10:50,EDT,Natural Gas,2181,,,,,
4/20/2019 10:50,EDT,Nuclear,4791,,,,,
4/20/2019 10:50,EDT,Other Fossil Fuels,160,,,,,
4/20/2019 10:50,EDT,Other Renewables,182,,,,,
4/20/2019 10:50,EDT,Wind,382,,,,,
4/20/2019 10:50,EDT,Hydro,2456,,,,,
4/20/2019 10:55,EDT,Dual Fuel,2929,,,,,
4/20/2019 10:55,EDT,Natural Gas,2189,,,,,
4/20/2019 10:55,EDT,Nuclear,4790,,,,,
4/20/2019 10:55,EDT,Other Fossil Fuels,169,,,,,
4/20/2019 10:55,EDT,Other Renewables,184,,,,,
4/20/2019 10:55,EDT,Wind,388,,,,,
4/20/2019 10:55,EDT,Hydro,2469,,,,,
4/20/2019 10:59,EDT,Dual Fuel,2953,,,,,
4/20/2019 10:59,EDT,Natural Gas,2192,,,,,
4/20/2019 10:59,EDT,Nuclear,4789,,,,,
4/20/2019 10:59,EDT,Other Fossil Fuels,160,,,,,
4/20/2019 10:59,EDT,Other Renewables,183,,,,,
4/20/2019 10:59,EDT,Wind,377,,,,,
4/20/2019 10:59,EDT,Hydro,2464,,,,,
4/20/2019 11:00,EDT,Dual Fuel,2950,,,,,
4/20/2019 11:00,EDT,Natural Gas,2197,,,,,
4/20/2019 11:00,EDT,Nuclear,4788,,,,,
4/20/2019 11:00,EDT,Other Fossil Fuels,176,,,,,
4/20/2019 11:00,EDT,Other Renewables,183,,,,,
4/20/2019 11:00,EDT,Wind,376,,,,,
4/20/2019 11:00,EDT,Hydro,2459,,,,,
4/20/2019 11:05,EDT,Dual Fuel,3001,,,,,
4/20/2019 11:05,EDT,Natural Gas,2202,,,,,
4/20/2019 11:05,EDT,Nuclear,4790,,,,,
4/20/2019 11:05,EDT,Other Fossil Fuels,164,,,,,
4/20/2019 11:05,EDT,Other Renewables,181,,,,,
4/20/2019 11:05,EDT,Wind,377,,,,,
4/20/2019 11:05,EDT,Hydro,2463,,,,,
4/20/2019 11:06,EDT,Dual Fuel,3069,,,,,
4/20/2019 11:06,EDT,Natural Gas,2207,,,,,
4/20/2019 11:06,EDT,Nuclear,4789,,,,,
4/20/2019 11:06,EDT,Other Fossil Fuels,164,,,,,
4/20/2019 11:06,EDT,Other Renewables,181,,,,,
4/20/2019 11:06,EDT,Wind,374,,,,,
