Time Stamp,Time Zone,Fuel Category,Gen MW,,,,,
1/1/2018 0:25,EST,Nuclear,5410,,,,,
1/1/2018 0:25,EST,Other Fossil Fuels,326,,,,,
1/1/2018 0:25,EST,Other Renewables,273,,,,,
1/1/2018 0:25,EST,Wind,371,,,,,
1/1/2018 0:25,EST,Hydro,2325,,,,,
1/1/2018 0:30,EST,Dual Fuel,4542,,,,,
1/1/2018 0:30,EST,Natural Gas,2719,,,,,
1/1/2018 0:30,EST,Nuclear,5412,,,,,
1/1/2018 0:30,EST,Other Fossil Fuels,326,,,,,
1/1/2018 0:30,EST,Other Renewables,272,,,,,
1/1/2018 0:30,EST,Wind,367,,,,,
1/1/2018 0:30,EST,Hydro,2316,,,,,
1/1/2018 0:35,EST,Dual Fuel,4597,,,,,
1/1/2018 0:35,EST,Natural Gas,2711,,,,,
1/1/2018 0:35,EST,Nuclear,5414,,,,,
1/1/2018 0:35,EST,Other Fossil Fuels,326,,,,,
1/1/2018 0:35,EST,Other Renewables,267,,,,,
1/1/2018 0:35,EST,Wind,358,,,,,
1/1/2018 0:35,EST,Hydro,2321,,,,,
1/1/2018 0:40,EST,Dual Fuel,4708,,,,,
1/1/2018 0:40,EST,Natural Gas,2702,,,,,
1/1/2018 0:40,EST,Nuclear,5412,,,,,
1/1/2018 0:40,EST,Other Fossil Fuels,324,,,,,
1/1/2018 0:40,EST,Other Renewables,268,,,,,
1/1/2018 0:40,EST,Wind,350,,,,,
1/1/2018 0:40,EST,Hydro,2289,,,,,
1/1/2018 0:45,EST,Dual Fuel,4749,,,,,
1/1/2018 0:45,EST,Natural Gas,2689,,,,,
1/1/2018 0:45,EST,Nuclear,5411,,,,,
1/1/2018 0:45,EST,Other Fossil Fuels,323,,,,,
1/1/2018 0:45,EST,Other Renewables,265,,,,,
1/1/2018 0:45,EST,Wind,349,,,,,
1/1/2018 0:45,EST,Hydro,2204,,,,,
1/1/2018 0:50,EST,Dual Fuel,4679,,,,,
1/1/2018 0:50,EST,Natural Gas,2701,,,,,
1/1/2018 0:50,EST,Nuclear,5413,,,,,
1/1/2018 0:50,EST,Other Fossil Fuels,326,,,,,
1/1/2018 0:50,EST,Other Renewables,270,,,,,
1/1/2018 0:50,EST,Wind,346,,,,,
1/1/2018 0:50,EST,Hydro,2125,,,,,
1/1/2018 0:55,EST,Dual Fuel,4558,,,,,
1/1/2018 0:55,EST,Natural Gas,2720,,,,,
1/1/2018 0:55,EST,Nuclear,5412,,,,,
1/1/2018 0:55,EST,Other Fossil Fuels,326,,,,,
1/1/2018 0:55,EST,Other Renewables,266,,,,,
1/1/2018 0:55,EST,Wind,340,,,,,
1/1/2018 0:55,EST,Hydro,2108,,,,,
1/1/2018 1:00,EST,Dual Fuel,4516,,,,,
1/1/2018 1:00,EST,Natural Gas,2720,,,,,
1/1/2018 1:00,EST,Nuclear,5411,,,,,
1/1/2018 1:00,EST,Other Fossil Fuels,338,,,,,
1/1/2018 1:00,EST,Other Renewables,274,,,,,
1/1/2018 1:00,EST,Wind,335,,,,,
1/1/2018 1:00,EST,Hydro,2216,,,,,
1/1/2018 1:05,EST,Dual Fuel,4643,,,,,
1/1/2018 1:05,EST,Natural Gas,2722,,,,,
1/1/2018 1:05,EST,Nuclear,5412,,,,,
1/1/2018 1:05,EST,Other Fossil Fuels,384,,,,,
1/1/2018 1:05,EST,Other Renewables,276,,,,,
1/1/2018 1:05,EST,Wind,328,,,,,
1/1/2018 1:05,EST,Hydro,2282,,,,,
1/1/2018 1:10,EST,Dual Fuel,4605,,,,,
1/1/2018 1:10,EST,Natural Gas,2720,,,,,
1/1/2018 1:10,EST,Nuclear,5412,,,,,
1/1/2018 1:10,EST,Other Fossil Fuels,407,,,,,
1/1/2018 1:10,EST,Other Renewables,272,,,,,
1/1/2018 1:10,EST,Wind,321,,,,,
1/1/2018 1:10,EST,Hydro,2381,,,,,
1/1/2018 1:15,EST,Dual Fuel,4574,,,,,
1/1/2018 1:15,EST,Natural Gas,2719,,,,,
1/1/2018 1:15,EST,Nuclear,5411,,,,,
1/1/2018 1:15,EST,Other Fossil Fuels,385,,,,,
1/1/2018 1:15,EST,Other Renewables,270,,,,,
1/1/2018 1:15,EST,Wind,313,,,,,
1/1/2018 1:15,EST,Hydro,2414,,,,,
1/1/2018 1:20,EST,Dual Fuel,4642,,,,,
1/1/2018 1:20,EST,Natural Gas,2712,,,,,
1/1/2018 1:20,EST,Nuclear,5413,,,,,
1/1/2018 1:20,EST,Other Fossil Fuels,340,,,,,
1/1/2018 1:20,EST,Other Renewables,274,,,,,
1/1/2018 1:20,EST,Wind,308,,,,,
1/1/2018 1:20,EST,Hydro,2434,,,,,
1/1/2018 1:25,EST,Dual Fuel,4704,,,,,
1/1/2018 1:25,EST,Natural Gas,2715,,,,,
1/1/2018 1:25,EST,Nuclear,5414,,,,,
1/1/2018 1:25,EST,Other Fossil Fuels,338,,,,,
1/1/2018 1:25,EST,Other Renewables,274,,,,,
1/1/2018 1:25,EST,Wind,313,,,,,
1/1/2018 1:25,EST,Hydro,2421,,,,,
1/1/2018 1:30,EST,Dual Fuel,4681,,,,,
1/1/2018 1:30,EST,Natural Gas,2719,,,,,
1/1/2018 1:30,EST,Nuclear,5414,,,,,
1/1/2018 1:30,EST,Other Fossil Fuels,328,,,,,
1/1/2018 1:30,EST,Other Renewables,272,,,,,
1/1/2018 1:30,EST,Wind,314,,,,,
1/1/2018 1:30,EST,Hydro,2329,,,,,
1/1/2018 1:35,EST,Dual Fuel,4720,,,,,
1/1/2018 1:35,EST,Natural Gas,2722,,,,,
1/1/2018 1:35,EST,Nuclear,5415,,,,,
1/1/2018 1:35,EST,Other Fossil Fuels,323,,,,,
1/1/2018 1:35,EST,Other Renewables,272,,,,,
1/1/2018 1:35,EST,Wind,315,,,,,
1/1/2018 1:35,EST,Hydro,2344,,,,,
1/1/2018 1:40,EST,Dual Fuel,4643,,,,,
1/1/2018 1:40,EST,Natural Gas,2720,,,,,
1/1/2018 1:40,EST,Nuclear,5414,,,,,
1/1/2018 1:40,EST,Other Fossil Fuels,327,,,,,
1/1/2018 1:40,EST,Other Renewables,272,,,,,
1/1/2018 1:40,EST,Wind,316,,,,,
1/1/2018 1:40,EST,Hydro,2354,,,,,
1/1/2018 1:45,EST,Dual Fuel,4601,,,,,
1/1/2018 1:45,EST,Natural Gas,2721,,,,,
1/1/2018 1:45,EST,Nuclear,5414,,,,,
1/1/2018 1:45,EST,Other Fossil Fuels,325,,,,,
1/1/2018 1:45,EST,Other Renewables,270,,,,,
1/1/2018 1:45,EST,Wind,320,,,,,
1/1/2018 1:45,EST,Hydro,2352,,,,,
1/1/2018 1:50,EST,Dual Fuel,4567,,,,,
1/1/2018 1:50,EST,Natural Gas,2722,,,,,
1/1/2018 1:50,EST,Nuclear,5415,,,,,
1/1/2018 1:50,EST,Other Fossil Fuels,324,,,,,
1/1/2018 1:50,EST,Other Renewables,275,,,,,
1/1/2018 1:50,EST,Wind,320,,,,,
1/1/2018 1:50,EST,Hydro,2341,,,,,
1/1/2018 1:55,EST,Dual Fuel,4553,,,,,
1/1/2018 1:55,EST,Natural Gas,2721,,,,,
1/1/2018 1:55,EST,Nuclear,5415,,,,,
1/1/2018 1:55,EST,Other Fossil Fuels,325,,,,,
1/1/2018 1:55,EST,Other Renewables,268,,,,,
1/1/2018 1:55,EST,Wind,323,,,,,
1/1/2018 1:55,EST,Hydro,2338,,,,,
1/1/2018 2:00,EST,Dual Fuel,4542,,,,,
1/1/2018 2:00,EST,Natural Gas,2715,,,,,
1/1/2018 2:00,EST,Nuclear,5414,,,,,
1/1/2018 2:00,EST,Other Fossil Fuels,325,,,,,
1/1/2018 2:00,EST,Other Renewables,270,,,,,
1/1/2018 2:00,EST,Wind,326,,,,,
1/1/2018 2:00,EST,Hydro,2344,,,,,
1/1/2018 2:05,EST,Dual Fuel,4553,,,,,
1/1/2018 2:05,EST,Natural Gas,2699,,,,,
1/1/2018 2:05,EST,Nuclear,5412,,,,,
1/1/2018 2:05,EST,Other Fossil Fuels,325,,,,,
1/1/2018 2:05,EST,Other Renewables,273,,,,,
1/1/2018 2:05,EST,Wind,331,,,,,
1/1/2018 2:05,EST,Hydro,2311,,,,,
1/1/2018 2:10,EST,Dual Fuel,4552,,,,,
1/1/2018 2:10,EST,Natural Gas,2693,,,,,
1/1/2018 2:10,EST,Nuclear,5415,,,,,
1/1/2018 2:10,EST,Other Fossil Fuels,328,,,,,
1/1/2018 2:10,EST,Other Renewables,273,,,,,
1/1/2018 2:10,EST,Wind,335,,,,,
1/1/2018 2:10,EST,Hydro,2218,,,,,
1/1/2018 2:15,EST,Dual Fuel,4555,,,,,
1/1/2018 2:15,EST,Natural Gas,2689,,,,,
1/1/2018 2:15,EST,Nuclear,5416,,,,,
1/1/2018 2:15,EST,Other Fossil Fuels,327,,,,,
1/1/2018 2:15,EST,Other Renewables,273,,,,,
1/1/2018 2:15,EST,Wind,337,,,,,
1/1/2018 2:15,EST,Hydro,2182,,,,,
1/1/2018 2:20,EST,Dual Fuel,4566,,,,,
1/1/2018 2:20,EST,Natural Gas,2684,,,,,
1/1/2018 2:20,EST,Nuclear,5415,,,,,
1/1/2018 2:20,EST,Other Fossil Fuels,327,,,,,
1/1/2018 2:20,EST,Other Renewables,273,,,,,
1/1/2018 2:20,EST,Wind,334,,,,,
1/1/2018 2:20,EST,Hydro,2156,,,,,
1/1/2018 2:25,EST,Dual Fuel,4583,,,,,
1/1/2018 2:25,EST,Natural Gas,2684,,,,,
1/1/2018 2:25,EST,Nuclear,5415,,,,,
1/1/2018 2:25,EST,Other Fossil Fuels,328,,,,,
1/1/2018 2:25,EST,Other Renewables,271,,,,,
1/1/2018 2:25,EST,Wind,323,,,,,
1/1/2018 2:25,EST,Hydro,2151,,,,,
1/1/2018 2:30,EST,Dual Fuel,4588,,,,,
1/1/2018 2:30,EST,Natural Gas,2688,,,,,
1/1/2018 2:30,EST,Nuclear,5414,,,,,
1/1/2018 2:30,EST,Other Fossil Fuels,328,,,,,
1/1/2018 2:30,EST,Other Renewables,271,,,,,
1/1/2018 2:30,EST,Wind,316,,,,,
1/1/2018 2:30,EST,Hydro,2099,,,,,
1/1/2018 2:35,EST,Dual Fuel,4541,,,,,
1/1/2018 2:35,EST,Natural Gas,2683,,,,,
1/1/2018 2:35,EST,Nuclear,5414,,,,,
1/1/2018 2:35,EST,Other Fossil Fuels,326,,,,,
1/1/2018 2:35,EST,Other Renewables,270,,,,,
1/1/2018 2:35,EST,Wind,312,,,,,
1/1/2018 2:35,EST,Hydro,2105,,,,,
1/1/2018 2:40,EST,Dual Fuel,4515,,,,,
1/1/2018 2:40,EST,Natural Gas,2669,,,,,
1/1/2018 2:40,EST,Nuclear,5413,,,,,
1/1/2018 2:40,EST,Other Fossil Fuels,327,,,,,
1/1/2018 2:40,EST,Other Renewables,269,,,,,
1/1/2018 2:40,EST,Wind,317,,,,,
1/1/2018 2:40,EST,Hydro,2131,,,,,
1/1/2018 2:45,EST,Dual Fuel,4520,,,,,
1/1/2018 2:45,EST,Natural Gas,2666,,,,,
1/1/2018 2:45,EST,Nuclear,5411,,,,,
1/1/2018 2:45,EST,Other Fossil Fuels,326,,,,,
1/1/2018 2:45,EST,Other Renewables,273,,,,,
1/1/2018 2:45,EST,Wind,320,,,,,
1/1/2018 2:45,EST,Hydro,2174,,,,,
1/1/2018 2:50,EST,Dual Fuel,4554,,,,,
1/1/2018 2:50,EST,Natural Gas,2700,,,,,
1/1/2018 2:50,EST,Nuclear,5409,,,,,
1/1/2018 2:50,EST,Other Fossil Fuels,325,,,,,
1/1/2018 2:50,EST,Other Renewables,264,,,,,
1/1/2018 2:50,EST,Wind,326,,,,,
1/1/2018 2:50,EST,Hydro,2137,,,,,
1/1/2018 2:55,EST,Dual Fuel,4579,,,,,
1/1/2018 2:55,EST,Natural Gas,2705,,,,,
1/1/2018 2:55,EST,Nuclear,5412,,,,,
1/1/2018 2:55,EST,Other Fossil Fuels,255,,,,,
1/1/2018 2:55,EST,Other Renewables,265,,,,,
1/1/2018 2:55,EST,Wind,332,,,,,
1/1/2018 2:55,EST,Hydro,2019,,,,,
1/1/2018 3:00,EST,Dual Fuel,4576,,,,,
1/1/2018 3:00,EST,Natural Gas,2712,,,,,
1/1/2018 3:00,EST,Nuclear,5411,,,,,
1/1/2018 3:00,EST,Other Fossil Fuels,185,,,,,
1/1/2018 3:00,EST,Other Renewables,267,,,,,
1/1/2018 3:00,EST,Wind,327,,,,,
1/1/2018 3:00,EST,Hydro,2115,,,,,
1/1/2018 3:05,EST,Dual Fuel,4671,,,,,
1/1/2018 3:05,EST,Natural Gas,2720,,,,,
1/1/2018 3:05,EST,Nuclear,5411,,,,,
1/1/2018 3:05,EST,Other Fossil Fuels,179,,,,,
1/1/2018 3:05,EST,Other Renewables,270,,,,,
1/1/2018 3:05,EST,Wind,321,,,,,
1/1/2018 3:05,EST,Hydro,2185,,,,,
1/1/2018 3:10,EST,Dual Fuel,4748,,,,,
1/1/2018 3:10,EST,Natural Gas,2695,,,,,
1/1/2018 3:10,EST,Nuclear,5412,,,,,
1/1/2018 3:10,EST,Other Fossil Fuels,177,,,,,
1/1/2018 3:10,EST,Other Renewables,267,,,,,
1/1/2018 3:10,EST,Wind,319,,,,,
1/1/2018 3:10,EST,Hydro,2088,,,,,
1/1/2018 3:15,EST,Dual Fuel,4724,,,,,
1/1/2018 3:15,EST,Natural Gas,2664,,,,,
1/1/2018 3:15,EST,Nuclear,5412,,,,,
1/1/2018 3:15,EST,Other Fossil Fuels,176,,,,,
1/1/2018 3:15,EST,Other Renewables,270,,,,,
1/1/2018 3:15,EST,Wind,318,,,,,
1/1/2018 3:15,EST,Hydro,2103,,,,,
1/1/2018 3:20,EST,Dual Fuel,4662,,,,,
1/1/2018 3:20,EST,Natural Gas,2656,,,,,
1/1/2018 3:20,EST,Nuclear,5412,,,,,
1/1/2018 3:20,EST,Other Fossil Fuels,177,,,,,
1/1/2018 3:20,EST,Other Renewables,269,,,,,
1/1/2018 3:20,EST,Wind,322,,,,,
1/1/2018 3:20,EST,Hydro,2117,,,,,
1/1/2018 3:25,EST,Dual Fuel,4636,,,,,
1/1/2018 3:25,EST,Natural Gas,2651,,,,,
1/1/2018 3:25,EST,Nuclear,5412,,,,,
1/1/2018 3:25,EST,Other Fossil Fuels,179,,,,,
1/1/2018 3:25,EST,Other Renewables,264,,,,,
1/1/2018 3:25,EST,Wind,322,,,,,
1/1/2018 3:25,EST,Hydro,2119,,,,,
1/1/2018 3:30,EST,Dual Fuel,4661,,,,,
1/1/2018 3:30,EST,Natural Gas,2646,,,,,
1/1/2018 3:30,EST,Nuclear,5411,,,,,
1/1/2018 3:30,EST,Other Fossil Fuels,179,,,,,
1/1/2018 3:30,EST,Other Renewables,266,,,,,
1/1/2018 3:30,EST,Wind,314,,,,,
1/1/2018 3:30,EST,Hydro,2136,,,,,
1/1/2018 3:35,EST,Dual Fuel,4760,,,,,
1/1/2018 3:35,EST,Natural Gas,2673,,,,,
1/1/2018 3:35,EST,Nuclear,5411,,,,,
1/1/2018 3:35,EST,Other Fossil Fuels,178,,,,,
1/1/2018 3:35,EST,Other Renewables,271,,,,,
1/1/2018 3:35,EST,Wind,304,,,,,
1/1/2018 3:35,EST,Hydro,2072,,,,,
1/1/2018 3:40,EST,Dual Fuel,4830,,,,,
1/1/2018 3:40,EST,Natural Gas,2691,,,,,
1/1/2018 3:40,EST,Nuclear,5413,,,,,
1/1/2018 3:40,EST,Other Fossil Fuels,178,,,,,
1/1/2018 3:40,EST,Other Renewables,268,,,,,
1/1/2018 3:40,EST,Wind,299,,,,,
1/1/2018 3:40,EST,Hydro,2006,,,,,
1/1/2018 3:45,EST,Dual Fuel,4858,,,,,
1/1/2018 3:45,EST,Natural Gas,2674,,,,,
1/1/2018 3:45,EST,Nuclear,5412,,,,,
1/1/2018 3:45,EST,Other Fossil Fuels,178,,,,,
1/1/2018 3:45,EST,Other Renewables,272,,,,,
1/1/2018 3:45,EST,Wind,294,,,,,
1/1/2018 3:45,EST,Hydro,1997,,,,,
1/1/2018 3:50,EST,Dual Fuel,4814,,,,,
1/1/2018 3:50,EST,Natural Gas,2637,,,,,
1/1/2018 3:50,EST,Nuclear,5414,,,,,
1/1/2018 3:50,EST,Other Fossil Fuels,178,,,,,
1/1/2018 3:50,EST,Other Renewables,275,,,,,
1/1/2018 3:50,EST,Wind,291,,,,,
1/1/2018 3:50,EST,Hydro,2024,,,,,
1/1/2018 3:55,EST,Dual Fuel,4776,,,,,
1/1/2018 3:55,EST,Natural Gas,2631,,,,,
1/1/2018 3:55,EST,Nuclear,5413,,,,,
1/1/2018 3:55,EST,Other Fossil Fuels,179,,,,,
1/1/2018 3:55,EST,Other Renewables,282,,,,,
1/1/2018 3:55,EST,Wind,291,,,,,
1/1/2018 3:55,EST,Hydro,2016,,,,,
1/1/2018 4:00,EST,Dual Fuel,4751,,,,,
1/1/2018 4:00,EST,Natural Gas,2676,,,,,
1/1/2018 4:00,EST,Nuclear,5412,,,,,
1/1/2018 4:00,EST,Other Fossil Fuels,178,,,,,
1/1/2018 4:00,EST,Other Renewables,283,,,,,
1/1/2018 4:00,EST,Wind,292,,,,,
1/1/2018 4:00,EST,Hydro,2039,,,,,
1/1/2018 4:05,EST,Dual Fuel,4767,,,,,
1/1/2018 4:05,EST,Natural Gas,2729,,,,,
1/1/2018 4:05,EST,Nuclear,5411,,,,,
1/1/2018 4:05,EST,Other Fossil Fuels,178,,,,,
1/1/2018 4:05,EST,Other Renewables,279,,,,,
1/1/2018 4:05,EST,Wind,292,,,,,
1/1/2018 4:05,EST,Hydro,2061,,,,,
1/1/2018 4:10,EST,Dual Fuel,4743,,,,,
1/1/2018 4:10,EST,Natural Gas,2750,,,,,
1/1/2018 4:10,EST,Nuclear,5412,,,,,
1/1/2018 4:10,EST,Other Fossil Fuels,178,,,,,
1/1/2018 4:10,EST,Other Renewables,281,,,,,
1/1/2018 4:10,EST,Wind,300,,,,,
1/1/2018 4:10,EST,Hydro,2105,,,,,
1/1/2018 4:15,EST,Dual Fuel,4700,,,,,
1/1/2018 4:15,EST,Natural Gas,2790,,,,,
1/1/2018 4:15,EST,Nuclear,5412,,,,,
1/1/2018 4:15,EST,Other Fossil Fuels,178,,,,,
1/1/2018 4:15,EST,Other Renewables,277,,,,,
1/1/2018 4:15,EST,Wind,305,,,,,
1/1/2018 4:15,EST,Hydro,2194,,,,,
1/1/2018 4:20,EST,Dual Fuel,4629,,,,,
1/1/2018 4:20,EST,Natural Gas,2782,,,,,
1/1/2018 4:20,EST,Nuclear,5411,,,,,
1/1/2018 4:20,EST,Other Fossil Fuels,177,,,,,
1/1/2018 4:20,EST,Other Renewables,279,,,,,
1/1/2018 4:20,EST,Wind,302,,,,,
1/1/2018 4:20,EST,Hydro,2212,,,,,
1/1/2018 4:25,EST,Dual Fuel,4598,,,,,
1/1/2018 4:25,EST,Natural Gas,2782,,,,,
1/1/2018 4:25,EST,Nuclear,5412,,,,,
1/1/2018 4:25,EST,Other Fossil Fuels,177,,,,,
1/1/2018 4:25,EST,Other Renewables,278,,,,,
1/1/2018 4:25,EST,Wind,295,,,,,
1/1/2018 4:25,EST,Hydro,2201,,,,,
1/1/2018 4:30,EST,Dual Fuel,4559,,,,,
1/1/2018 4:30,EST,Natural Gas,2808,,,,,
1/1/2018 4:30,EST,Nuclear,5412,,,,,
1/1/2018 4:30,EST,Other Fossil Fuels,177,,,,,
1/1/2018 4:30,EST,Other Renewables,281,,,,,
1/1/2018 4:30,EST,Wind,290,,,,,
1/1/2018 4:30,EST,Hydro,2294,,,,,
1/1/2018 4:35,EST,Dual Fuel,4504,,,,,
1/1/2018 4:35,EST,Natural Gas,2826,,,,,
1/1/2018 4:35,EST,Nuclear,5412,,,,,
1/1/2018 4:35,EST,Other Fossil Fuels,178,,,,,
1/1/2018 4:35,EST,Other Renewables,280,,,,,
1/1/2018 4:35,EST,Wind,279,,,,,
1/1/2018 4:35,EST,Hydro,2378,,,,,
1/1/2018 4:40,EST,Dual Fuel,4443,,,,,
1/1/2018 4:40,EST,Natural Gas,2832,,,,,
1/1/2018 4:40,EST,Nuclear,5415,,,,,
1/1/2018 4:40,EST,Other Fossil Fuels,178,,,,,
1/1/2018 4:40,EST,Other Renewables,275,,,,,
1/1/2018 4:40,EST,Wind,274,,,,,
1/1/2018 4:40,EST,Hydro,2405,,,,,
1/1/2018 4:45,EST,Dual Fuel,4405,,,,,
1/1/2018 4:45,EST,Natural Gas,2834,,,,,
1/1/2018 4:45,EST,Nuclear,5413,,,,,
1/1/2018 4:45,EST,Other Fossil Fuels,178,,,,,
1/1/2018 4:45,EST,Other Renewables,274,,,,,
1/1/2018 4:45,EST,Wind,270,,,,,
1/1/2018 4:45,EST,Hydro,2382,,,,,
1/1/2018 4:50,EST,Dual Fuel,4414,,,,,
1/1/2018 4:50,EST,Natural Gas,2836,,,,,
1/1/2018 4:50,EST,Nuclear,5413,,,,,
1/1/2018 4:50,EST,Other Fossil Fuels,178,,,,,
1/1/2018 4:50,EST,Other Renewables,278,,,,,
1/1/2018 4:50,EST,Wind,265,,,,,
1/1/2018 4:50,EST,Hydro,2393,,,,,
1/1/2018 4:55,EST,Dual Fuel,4428,,,,,
1/1/2018 4:55,EST,Natural Gas,2847,,,,,
1/1/2018 4:55,EST,Nuclear,5413,,,,,
1/1/2018 4:55,EST,Other Fossil Fuels,178,,,,,
1/1/2018 4:55,EST,Other Renewables,278,,,,,
1/1/2018 4:55,EST,Wind,268,,,,,
1/1/2018 4:55,EST,Hydro,2456,,,,,
1/1/2018 5:00,EST,Dual Fuel,4433,,,,,
1/1/2018 5:00,EST,Natural Gas,2851,,,,,
1/1/2018 5:00,EST,Nuclear,5414,,,,,
1/1/2018 5:00,EST,Other Fossil Fuels,178,,,,,
1/1/2018 5:00,EST,Other Renewables,276,,,,,
1/1/2018 5:00,EST,Wind,273,,,,,
1/1/2018 5:00,EST,Hydro,2464,,,,,
1/1/2018 5:05,EST,Dual Fuel,4473,,,,,
1/1/2018 5:05,EST,Natural Gas,2857,,,,,
1/1/2018 5:05,EST,Nuclear,5413,,,,,
1/1/2018 5:05,EST,Other Fossil Fuels,178,,,,,
1/1/2018 5:05,EST,Other Renewables,275,,,,,
1/1/2018 5:05,EST,Wind,277,,,,,
1/1/2018 5:05,EST,Hydro,2480,,,,,
1/1/2018 5:10,EST,Dual Fuel,4493,,,,,
1/1/2018 5:10,EST,Natural Gas,2854,,,,,
1/1/2018 5:10,EST,Nuclear,5415,,,,,
1/1/2018 5:10,EST,Other Fossil Fuels,178,,,,,
1/1/2018 5:10,EST,Other Renewables,272,,,,,
1/1/2018 5:10,EST,Wind,284,,,,,
1/1/2018 5:10,EST,Hydro,2455,,,,,
1/1/2018 5:15,EST,Dual Fuel,4551,,,,,
1/1/2018 5:15,EST,Natural Gas,2856,,,,,
1/1/2018 5:15,EST,Nuclear,5413,,,,,
1/1/2018 5:15,EST,Other Fossil Fuels,178,,,,,
1/1/2018 5:15,EST,Other Renewables,269,,,,,
1/1/2018 5:15,EST,Wind,289,,,,,
1/1/2018 5:15,EST,Hydro,2493,,,,,
1/1/2018 5:20,EST,Dual Fuel,4506,,,,,
1/1/2018 5:20,EST,Natural Gas,2856,,,,,
1/1/2018 5:20,EST,Nuclear,5414,,,,,
1/1/2018 5:20,EST,Other Fossil Fuels,178,,,,,
1/1/2018 5:20,EST,Other Renewables,270,,,,,
1/1/2018 5:20,EST,Wind,287,,,,,
1/1/2018 5:20,EST,Hydro,2619,,,,,
1/1/2018 5:25,EST,Dual Fuel,4490,,,,,
1/1/2018 5:25,EST,Natural Gas,2854,,,,,
1/1/2018 5:25,EST,Nuclear,5412,,,,,
1/1/2018 5:25,EST,Other Fossil Fuels,178,,,,,
1/1/2018 5:25,EST,Other Renewables,272,,,,,
1/1/2018 5:25,EST,Wind,286,,,,,
1/1/2018 5:25,EST,Hydro,2674,,,,,
1/1/2018 5:30,EST,Dual Fuel,4522,,,,,
1/1/2018 5:30,EST,Natural Gas,2854,,,,,
1/1/2018 5:30,EST,Nuclear,5412,,,,,
1/1/2018 5:30,EST,Other Fossil Fuels,176,,,,,
1/1/2018 5:30,EST,Other Renewables,273,,,,,
1/1/2018 5:30,EST,Wind,282,,,,,
1/1/2018 5:30,EST,Hydro,2743,,,,,
1/1/2018 5:35,EST,Dual Fuel,4524,,,,,
1/1/2018 5:35,EST,Natural Gas,2855,,,,,
1/1/2018 5:35,EST,Nuclear,5415,,,,,
1/1/2018 5:35,EST,Other Fossil Fuels,176,,,,,
1/1/2018 5:35,EST,Other Renewables,276,,,,,
1/1/2018 5:35,EST,Wind,277,,,,,
1/1/2018 5:35,EST,Hydro,2719,,,,,
1/1/2018 5:40,EST,Dual Fuel,4521,,,,,
1/1/2018 5:40,EST,Natural Gas,2854,,,,,
1/1/2018 5:40,EST,Nuclear,5414,,,,,
1/1/2018 5:40,EST,Other Fossil Fuels,176,,,,,
1/1/2018 5:40,EST,Other Renewables,276,,,,,
1/1/2018 5:40,EST,Wind,272,,,,,
1/1/2018 5:40,EST,Hydro,2657,,,,,
1/1/2018 5:45,EST,Dual Fuel,4579,,,,,
1/1/2018 5:45,EST,Natural Gas,2853,,,,,
1/1/2018 5:45,EST,Nuclear,5414,,,,,
1/1/2018 5:45,EST,Other Fossil Fuels,176,,,,,
1/1/2018 5:45,EST,Other Renewables,277,,,,,
1/1/2018 5:45,EST,Wind,268,,,,,
1/1/2018 5:45,EST,Hydro,2620,,,,,
1/1/2018 5:50,EST,Dual Fuel,4584,,,,,
1/1/2018 5:50,EST,Natural Gas,2855,,,,,
1/1/2018 5:50,EST,Nuclear,5412,,,,,
